,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,country_residence,country_company
59,2024,Senior / Expert,FT,AI Architect,266000,USD,266000,US,0,US,M,United States of America,United States of America
60,2024,Senior / Expert,FT,Machine Learning Engineer,229000,USD,229000,US,0,US,M,United States of America,United States of America
61,2024,Senior / Expert,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M,United States of America,United States of America
62,2024,Intermediate,FT,Data Engineer,184000,USD,184000,US,0,US,M,United States of America,United States of America
63,2024,Intermediate,FT,Data Engineer,123000,USD,123000,US,0,US,M,United States of America,United States of America
64,2024,Intermediate,FT,BI Developer,120000,USD,120000,US,0,US,M,United States of America,United States of America
65,2024,Intermediate,FT,BI Developer,62100,USD,62100,US,0,US,M,United States of America,United States of America
66,2024,Senior / Expert,FT,Data Engineer,210000,USD,210000,US,100,US,M,United States of America,United States of America
67,2024,Senior / Expert,FT,Data Engineer,162000,USD,162000,US,100,US,M,United States of America,United States of America
68,2024,Senior / Expert,FT,Machine Learning Engineer,198000,USD,198000,US,0,US,M,United States of America,United States of America
69,2024,Senior / Expert,FT,Machine Learning Engineer,162000,USD,162000,US,0,US,M,United States of America,United States of America
70,2024,Senior / Expert,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M,United States of America,United States of America
71,2024,Senior / Expert,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M,United States of America,United States of America
72,2024,Intermediate,FT,Data Scientist,68088,USD,68088,US,0,US,M,United States of America,United States of America
73,2024,Intermediate,FT,Data Scientist,54552,USD,54552,US,0,US,M,United States of America,United States of America
74,2024,Senior / Expert,FT,Data Scientist,324000,USD,324000,US,0,US,M,United States of America,United States of America
75,2024,Senior / Expert,FT,Data Scientist,159000,USD,159000,US,0,US,M,United States of America,United States of America
76,2024,Intermediate,FT,Data Analytics Manager,99000,USD,99000,US,0,US,M,United States of America,United States of America
77,2024,Intermediate,FT,Data Analytics Manager,70000,USD,70000,US,0,US,M,United States of America,United States of America
78,2024,Senior / Expert,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M,United States of America,United States of America
79,2024,Senior / Expert,FT,Machine Learning Engineer,146000,USD,146000,US,0,US,M,United States of America,United States of America
80,2024,Intermediate,FT,Data Scientist,105000,USD,105000,US,0,US,M,United States of America,United States of America
81,2024,Intermediate,FT,Data Scientist,70000,USD,70000,US,0,US,M,United States of America,United States of America
82,2024,Intermediate,FT,Data Engineer,110000,USD,110000,US,100,US,M,United States of America,United States of America
83,2024,Intermediate,FT,Data Engineer,90000,USD,90000,US,100,US,M,United States of America,United States of America
84,2024,Intermediate,FT,Data Scientist,60000,USD,60000,US,0,US,M,United States of America,United States of America
85,2024,Intermediate,FT,Data Scientist,55000,USD,55000,US,0,US,M,United States of America,United States of America
86,2024,Entry Level / Junior,FT,Data Analyst,116013,USD,116013,US,0,US,M,United States of America,United States of America
87,2024,Entry Level / Junior,FT,Data Analyst,92810,USD,92810,US,0,US,M,United States of America,United States of America
88,2024,Senior / Expert,FT,Research Analyst,200000,USD,200000,US,0,US,M,United States of America,United States of America
89,2024,Senior / Expert,FT,Research Analyst,150000,USD,150000,US,0,US,M,United States of America,United States of America
90,2024,Senior / Expert,FT,Data Engineer,221000,USD,221000,US,0,US,M,United States of America,United States of America
91,2024,Senior / Expert,FT,Data Engineer,138000,USD,138000,US,0,US,M,United States of America,United States of America
92,2024,Intermediate,FT,Data Engineer,146100,USD,146100,US,0,US,M,United States of America,United States of America
93,2024,Intermediate,FT,Data Engineer,86500,USD,86500,US,0,US,M,United States of America,United States of America
94,2024,Senior / Expert,FT,Data Scientist,159300,USD,159300,US,0,US,M,United States of America,United States of America
95,2024,Senior / Expert,FT,Data Scientist,96600,USD,96600,US,0,US,M,United States of America,United States of America
96,2024,Senior / Expert,FT,Data Engineer,209300,USD,209300,US,0,US,M,United States of America,United States of America
97,2024,Senior / Expert,FT,Data Engineer,118300,USD,118300,US,0,US,M,United States of America,United States of America
98,2024,Senior / Expert,FT,Data Scientist,170000,USD,170000,US,100,US,M,United States of America,United States of America
99,2024,Senior / Expert,FT,Data Scientist,130000,USD,130000,US,100,US,M,United States of America,United States of America
100,2024,Senior / Expert,FT,Data Engineer,140000,USD,140000,US,100,US,M,United States of America,United States of America
101,2024,Senior / Expert,FT,Data Engineer,97200,USD,97200,US,100,US,M,United States of America,United States of America
102,2024,Intermediate,FT,Data Scientist,179000,USD,179000,US,0,US,M,United States of America,United States of America
103,2024,Intermediate,FT,Data Scientist,112000,USD,112000,US,0,US,M,United States of America,United States of America
104,2024,Senior / Expert,FT,Data Analyst,140000,USD,140000,US,100,US,M,United States of America,United States of America
105,2024,Senior / Expert,FT,Data Analyst,120000,USD,120000,US,100,US,M,United States of America,United States of America
106,2024,Intermediate,FT,Data Engineer,308000,USD,308000,US,0,US,M,United States of America,United States of America
107,2024,Intermediate,FT,Data Engineer,193000,USD,193000,US,0,US,M,United States of America,United States of America
108,2024,Senior / Expert,FT,Data Engineer,240000,USD,240000,US,0,US,M,United States of America,United States of America
109,2024,Senior / Expert,FT,Data Engineer,180000,USD,180000,US,0,US,M,United States of America,United States of America
110,2024,Senior / Expert,FT,Data Analyst,126480,USD,126480,US,0,US,M,United States of America,United States of America
111,2024,Senior / Expert,FT,Data Analyst,82620,USD,82620,US,0,US,M,United States of America,United States of America
112,2024,Senior / Expert,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M,United States of America,United States of America
113,2024,Senior / Expert,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M,United States of America,United States of America
114,2024,Intermediate,FT,Data Scientist,140025,USD,140025,US,100,US,M,United States of America,United States of America
115,2024,Intermediate,FT,Data Scientist,102300,USD,102300,US,100,US,M,United States of America,United States of America
116,2024,Senior / Expert,FT,Data Engineer,180000,USD,180000,US,0,US,M,United States of America,United States of America
117,2024,Senior / Expert,FT,Data Engineer,150000,USD,150000,US,0,US,M,United States of America,United States of America
118,2024,Intermediate,FT,Research Scientist,81500,USD,81500,US,100,US,M,United States of America,United States of America
119,2024,Intermediate,FT,Research Scientist,75000,USD,75000,US,100,US,M,United States of America,United States of America
120,2024,Senior / Expert,FT,Data Scientist,106875,USD,106875,US,0,US,M,United States of America,United States of America
121,2024,Senior / Expert,FT,Data Scientist,71250,USD,71250,US,0,US,M,United States of America,United States of America
122,2024,Intermediate,FT,Data Science Engineer,245000,USD,245000,US,100,US,M,United States of America,United States of America
123,2024,Intermediate,FT,Data Science Engineer,135000,USD,135000,US,100,US,M,United States of America,United States of America
124,2024,Senior / Expert,FT,BI Developer,144138,USD,144138,US,0,US,M,United States of America,United States of America
125,2024,Senior / Expert,FT,BI Developer,104828,USD,104828,US,0,US,M,United States of America,United States of America
126,2024,Senior / Expert,FT,Data Scientist,161000,USD,161000,US,0,US,M,United States of America,United States of America
127,2024,Senior / Expert,FT,Data Scientist,133200,USD,133200,US,0,US,M,United States of America,United States of America
128,2024,Intermediate,FT,Data Scientist,161875,USD,161875,US,0,US,M,United States of America,United States of America
129,2024,Intermediate,FT,Data Scientist,97125,USD,97125,US,0,US,M,United States of America,United States of America
130,2024,Senior / Expert,FT,Machine Learning Engineer,196350,USD,196350,US,100,US,M,United States of America,United States of America
131,2024,Senior / Expert,FT,Machine Learning Engineer,127500,USD,127500,US,100,US,M,United States of America,United States of America
132,2024,Intermediate,FT,Data Scientist,135450,USD,135450,US,100,US,M,United States of America,United States of America
133,2024,Intermediate,FT,Data Scientist,72870,USD,72870,US,100,US,M,United States of America,United States of America
134,2024,Senior / Expert,FT,Data Scientist,237200,USD,237200,US,0,US,M,United States of America,United States of America
135,2024,Senior / Expert,FT,Data Scientist,172500,USD,172500,US,0,US,M,United States of America,United States of America
136,2024,Senior / Expert,FT,Data Scientist,184800,USD,184800,US,0,US,M,United States of America,United States of America
137,2024,Senior / Expert,FT,Data Scientist,161900,USD,161900,US,0,US,M,United States of America,United States of America
138,2024,Senior / Expert,FT,Data Scientist,146800,USD,146800,US,0,US,M,United States of America,United States of America
139,2024,Senior / Expert,FT,Data Scientist,117400,USD,117400,US,0,US,M,United States of America,United States of America
140,2024,Entry Level / Junior,FT,Data Analyst,90000,USD,90000,US,0,US,M,United States of America,United States of America
141,2024,Entry Level / Junior,FT,Data Analyst,60000,USD,60000,US,0,US,M,United States of America,United States of America
142,2024,Senior / Expert,FT,Data Product Manager,227200,USD,227200,US,0,US,M,United States of America,United States of America
143,2024,Senior / Expert,FT,Data Product Manager,199100,USD,199100,US,0,US,M,United States of America,United States of America
144,2024,Intermediate,FT,Data Scientist,310000,USD,310000,US,0,US,M,United States of America,United States of America
145,2024,Intermediate,FT,Data Scientist,245000,USD,245000,US,0,US,M,United States of America,United States of America
146,2024,Senior / Expert,FT,Data Engineer,140000,USD,140000,US,0,US,M,United States of America,United States of America
147,2024,Senior / Expert,FT,Data Engineer,125000,USD,125000,US,0,US,M,United States of America,United States of America
148,2024,Intermediate,FT,Machine Learning Engineer,223000,USD,223000,US,0,US,M,United States of America,United States of America
149,2024,Intermediate,FT,Machine Learning Engineer,171600,USD,171600,US,0,US,M,United States of America,United States of America
150,2024,Senior / Expert,FT,Data Analyst,192500,USD,192500,US,100,US,M,United States of America,United States of America
151,2024,Senior / Expert,FT,Data Analyst,122500,USD,122500,US,100,US,M,United States of America,United States of America
152,2024,Senior / Expert,FT,Data Analyst,162900,USD,162900,US,100,US,M,United States of America,United States of America
153,2024,Senior / Expert,FT,Data Analyst,117725,USD,117725,US,100,US,M,United States of America,United States of America
154,2024,Entry Level / Junior,FT,Data Analyst,140000,USD,140000,US,0,US,M,United States of America,United States of America
155,2024,Entry Level / Junior,FT,Data Analyst,100000,USD,100000,US,0,US,M,United States of America,United States of America
156,2024,Intermediate,FT,Data Engineer,170000,USD,170000,US,100,US,M,United States of America,United States of America
157,2024,Intermediate,FT,Data Engineer,105000,USD,105000,US,100,US,M,United States of America,United States of America
158,2024,Senior / Expert,FT,Data Scientist,180000,USD,180000,US,0,US,M,United States of America,United States of America
159,2024,Senior / Expert,FT,Data Scientist,139000,USD,139000,US,0,US,M,United States of America,United States of America
160,2024,Senior / Expert,FT,Analytics Engineer,234200,USD,234200,US,0,US,M,United States of America,United States of America
161,2024,Senior / Expert,FT,Analytics Engineer,124000,USD,124000,US,0,US,M,United States of America,United States of America
162,2024,Intermediate,FT,Data Scientist,153700,USD,153700,US,100,US,M,United States of America,United States of America
163,2024,Intermediate,FT,Data Scientist,87300,USD,87300,US,100,US,M,United States of America,United States of America
164,2024,Senior / Expert,FT,Data Engineer,282000,USD,282000,US,0,US,M,United States of America,United States of America
165,2024,Senior / Expert,FT,Data Engineer,208000,USD,208000,US,0,US,M,United States of America,United States of America
166,2024,Intermediate,FT,Data Engineer,162000,USD,162000,US,100,US,M,United States of America,United States of America
167,2024,Intermediate,FT,Data Engineer,129000,USD,129000,US,100,US,M,United States of America,United States of America
168,2024,Senior / Expert,FT,Research Scientist,138000,USD,138000,US,0,US,M,United States of America,United States of America
169,2024,Senior / Expert,FT,Research Scientist,86000,USD,86000,US,0,US,M,United States of America,United States of America
170,2024,Entry Level / Junior,FT,Research Analyst,110000,USD,110000,US,0,US,M,United States of America,United States of America
171,2024,Entry Level / Junior,FT,Research Analyst,90000,USD,90000,US,0,US,M,United States of America,United States of America
172,2024,Senior / Expert,FT,Data Engineer,255800,USD,255800,US,0,US,M,United States of America,United States of America
173,2024,Senior / Expert,FT,Data Engineer,176000,USD,176000,US,0,US,M,United States of America,United States of America
174,2024,Entry Level / Junior,FT,Research Analyst,120000,USD,120000,US,100,US,M,United States of America,United States of America
175,2024,Entry Level / Junior,FT,Research Analyst,105000,USD,105000,US,100,US,M,United States of America,United States of America
176,2024,Intermediate,FT,Data Engineer,210000,USD,210000,US,0,US,M,United States of America,United States of America
177,2024,Intermediate,FT,Data Engineer,140000,USD,140000,US,0,US,M,United States of America,United States of America
178,2024,Senior / Expert,FT,Data Engineer,165000,USD,165000,US,100,US,M,United States of America,United States of America
179,2024,Senior / Expert,FT,Data Engineer,150000,USD,150000,US,100,US,M,United States of America,United States of America
180,2024,Senior / Expert,FT,Data Architect,160000,USD,160000,US,0,US,M,United States of America,United States of America
181,2024,Senior / Expert,FT,Data Architect,130000,USD,130000,US,0,US,M,United States of America,United States of America
182,2024,Entry Level / Junior,FT,Data Analyst,156000,USD,156000,US,0,US,M,United States of America,United States of America
183,2024,Entry Level / Junior,FT,Data Analyst,124000,USD,124000,US,0,US,M,United States of America,United States of America
184,2024,Senior / Expert,FT,Analytics Engineer,189000,USD,189000,US,100,US,M,United States of America,United States of America
185,2024,Senior / Expert,FT,Analytics Engineer,140000,USD,140000,US,100,US,M,United States of America,United States of America
186,2024,Senior / Expert,FT,Data Analyst,158494,USD,158494,US,100,US,M,United States of America,United States of America
187,2024,Senior / Expert,FT,Data Analyst,88052,USD,88052,US,100,US,M,United States of America,United States of America
188,2024,Senior / Expert,FT,Data Engineer,175000,USD,175000,US,0,US,M,United States of America,United States of America
189,2024,Senior / Expert,FT,Data Engineer,140000,USD,140000,US,0,US,M,United States of America,United States of America
190,2024,Intermediate,FT,Data Specialist,111000,USD,111000,US,0,US,M,United States of America,United States of America
191,2024,Intermediate,FT,Data Specialist,79200,USD,79200,US,0,US,M,United States of America,United States of America
192,2024,Senior / Expert,FT,Data Analyst,220000,USD,220000,US,100,US,M,United States of America,United States of America
193,2024,Senior / Expert,FT,Data Analyst,170000,USD,170000,US,100,US,M,United States of America,United States of America
194,2024,Senior / Expert,FT,Data Scientist,195500,USD,195500,US,100,US,M,United States of America,United States of America
195,2024,Senior / Expert,FT,Data Scientist,141300,USD,141300,US,100,US,M,United States of America,United States of America
196,2024,Senior / Expert,FT,Data Engineer,139810,USD,139810,US,0,US,M,United States of America,United States of America
197,2024,Senior / Expert,FT,Data Engineer,95325,USD,95325,US,0,US,M,United States of America,United States of America
198,2023,Senior / Expert,FT,Data Modeler,258700,USD,258700,US,0,US,M,United States of America,United States of America
199,2023,Senior / Expert,FT,Data Modeler,146600,USD,146600,US,0,US,M,United States of America,United States of America
200,2023,Intermediate,FT,Data Science Manager,190000,USD,190000,US,100,US,M,United States of America,United States of America
201,2023,Intermediate,FT,Data Science Manager,160000,USD,160000,US,100,US,M,United States of America,United States of America
202,2023,Entry Level / Junior,FT,Research Analyst,90000,USD,90000,US,100,US,M,United States of America,United States of America
203,2023,Entry Level / Junior,FT,Research Analyst,65000,USD,65000,US,100,US,M,United States of America,United States of America
204,2023,Intermediate,FT,Data Engineer,160000,USD,160000,US,100,US,M,United States of America,United States of America
205,2023,Intermediate,FT,Data Engineer,130000,USD,130000,US,100,US,M,United States of America,United States of America
206,2023,Intermediate,FT,Data Analyst,85000,USD,85000,US,0,US,M,United States of America,United States of America
207,2023,Intermediate,FT,Data Analyst,65000,USD,65000,US,0,US,M,United States of America,United States of America
208,2023,Senior / Expert,FT,ETL Developer,143800,USD,143800,US,0,US,M,United States of America,United States of America
209,2023,Senior / Expert,FT,ETL Developer,95800,USD,95800,US,0,US,M,United States of America,United States of America
210,2023,Intermediate,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M,United States of America,United States of America
211,2023,Intermediate,FT,Machine Learning Engineer,73100,USD,73100,US,0,US,M,United States of America,United States of America
212,2023,Intermediate,FT,Data Engineer,114000,USD,114000,US,0,US,M,United States of America,United States of America
213,2023,Intermediate,FT,Data Engineer,72000,USD,72000,US,0,US,M,United States of America,United States of America
214,2023,Intermediate,FT,Data Analyst,102500,USD,102500,US,0,US,M,United States of America,United States of America
215,2023,Intermediate,FT,Data Analyst,65000,USD,65000,US,0,US,M,United States of America,United States of America
216,2023,Senior / Expert,FT,Machine Learning Engineer,258700,USD,258700,US,0,US,M,United States of America,United States of America
217,2023,Senior / Expert,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M,United States of America,United States of America
218,2023,Senior / Expert,FT,Data Scientist,203649,USD,203649,US,100,US,M,United States of America,United States of America
219,2023,Senior / Expert,FT,Data Scientist,183284,USD,183284,US,100,US,M,United States of America,United States of America
220,2023,Intermediate,FT,Data Specialist,81800,USD,81800,US,0,US,M,United States of America,United States of America
221,2023,Intermediate,FT,Data Specialist,70800,USD,70800,US,0,US,M,United States of America,United States of America
222,2023,Senior / Expert,FT,Data Analyst,130000,USD,130000,US,0,US,M,United States of America,United States of America
223,2023,Senior / Expert,FT,Data Analyst,80850,USD,80850,US,0,US,M,United States of America,United States of America
224,2023,Senior / Expert,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M,United States of America,United States of America
225,2023,Senior / Expert,FT,Machine Learning Engineer,146900,USD,146900,US,0,US,M,United States of America,United States of America
226,2023,Senior / Expert,FT,Data Strategist,242000,USD,242000,US,0,US,M,United States of America,United States of America
227,2023,Senior / Expert,FT,Data Strategist,106200,USD,106200,US,0,US,M,United States of America,United States of America
228,2023,Intermediate,FT,Machine Learning Engineer,165000,USD,165000,US,0,US,M,United States of America,United States of America
229,2023,Intermediate,FT,Machine Learning Engineer,135000,USD,135000,US,0,US,M,United States of America,United States of America
230,2023,Entry Level / Junior,FT,Data Analyst,75065,USD,75065,US,100,US,M,United States of America,United States of America
231,2023,Entry Level / Junior,FT,Data Analyst,41419,USD,41419,US,100,US,M,United States of America,United States of America
232,2023,Senior / Expert,FT,Data Engineer,145000,USD,145000,US,100,US,M,United States of America,United States of America
233,2023,Senior / Expert,FT,Data Engineer,120000,USD,120000,US,100,US,M,United States of America,United States of America
234,2023,Senior / Expert,FT,Machine Learning Engineer,275000,USD,275000,US,0,US,M,United States of America,United States of America
235,2023,Senior / Expert,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M,United States of America,United States of America
236,2023,Entry Level / Junior,FT,Data Scientist,100000,USD,100000,US,0,US,M,United States of America,United States of America
237,2023,Entry Level / Junior,FT,Data Scientist,70000,USD,70000,US,0,US,M,United States of America,United States of America
238,2023,Intermediate,FT,Data Scientist,135700,USD,135700,US,0,US,M,United States of America,United States of America
239,2023,Intermediate,FT,Data Scientist,108560,USD,108560,US,0,US,M,United States of America,United States of America
240,2023,Senior / Expert,FT,Research Engineer,300000,USD,300000,US,0,US,M,United States of America,United States of America
241,2023,Senior / Expert,FT,Research Engineer,180000,USD,180000,US,0,US,M,United States of America,United States of America
242,2023,Senior / Expert,FT,BI Analyst,189000,USD,189000,US,100,US,M,United States of America,United States of America
243,2023,Senior / Expert,FT,BI Analyst,118100,USD,118100,US,100,US,M,United States of America,United States of America
244,2023,Senior / Expert,FT,Data Science Lead,148300,USD,148300,US,0,US,M,United States of America,United States of America
245,2023,Senior / Expert,FT,Data Science Lead,84700,USD,84700,US,0,US,M,United States of America,United States of America
246,2023,Intermediate,FT,Analytics Engineer,149925,USD,149925,US,0,US,M,United States of America,United States of America
247,2023,Intermediate,FT,Analytics Engineer,91260,USD,91260,US,0,US,M,United States of America,United States of America
248,2023,Senior / Expert,FT,Data Scientist,277000,USD,277000,US,0,US,M,United States of America,United States of America
249,2023,Senior / Expert,FT,Data Scientist,173000,USD,173000,US,0,US,M,United States of America,United States of America
250,2023,Senior / Expert,FT,Applied Scientist,250900,USD,250900,US,0,US,M,United States of America,United States of America
251,2023,Senior / Expert,FT,Applied Scientist,135200,USD,135200,US,0,US,M,United States of America,United States of America
252,2023,Senior / Expert,FT,Data Scientist,187415,USD,187415,US,0,US,M,United States of America,United States of America
253,2023,Senior / Expert,FT,Data Scientist,114080,USD,114080,US,0,US,M,United States of America,United States of America
254,2023,Intermediate,FT,Data Scientist,220000,USD,220000,US,0,US,M,United States of America,United States of America
255,2023,Intermediate,FT,Data Scientist,137500,USD,137500,US,0,US,M,United States of America,United States of America
256,2023,Intermediate,FT,Data Analyst,119000,USD,119000,US,0,US,M,United States of America,United States of America
257,2023,Intermediate,FT,Data Analyst,52100,USD,52100,US,0,US,M,United States of America,United States of America
258,2023,Senior / Expert,FT,BI Developer,120000,USD,120000,US,100,US,M,United States of America,United States of America
259,2023,Senior / Expert,FT,BI Developer,102000,USD,102000,US,100,US,M,United States of America,United States of America
260,2023,Entry Level / Junior,FT,Data Analyst,64000,USD,64000,US,0,US,M,United States of America,United States of America
261,2023,Entry Level / Junior,FT,Data Analyst,60000,USD,60000,US,0,US,M,United States of America,United States of America
262,2023,Intermediate,FT,Data Engineer,179000,USD,179000,US,0,US,M,United States of America,United States of America
263,2023,Intermediate,FT,Data Engineer,112000,USD,112000,US,0,US,M,United States of America,United States of America
264,2023,Entry Level / Junior,FT,Data Analyst,65000,USD,65000,US,0,US,M,United States of America,United States of America
265,2023,Entry Level / Junior,FT,Data Analyst,54000,USD,54000,US,0,US,M,United States of America,United States of America
266,2023,Intermediate,FT,BI Analyst,119000,USD,119000,US,0,US,M,United States of America,United States of America
267,2023,Intermediate,FT,BI Analyst,52100,USD,52100,US,0,US,M,United States of America,United States of America
268,2023,Senior / Expert,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,United States of America,United States of America
269,2023,Senior / Expert,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M,United States of America,United States of America
270,2023,Entry Level / Junior,FT,Data Scientist,113800,USD,113800,US,0,US,M,United States of America,United States of America
271,2023,Entry Level / Junior,FT,Data Scientist,63200,USD,63200,US,0,US,M,United States of America,United States of America
272,2023,Senior / Expert,FT,Data Scientist,210000,USD,210000,US,0,US,M,United States of America,United States of America
273,2023,Senior / Expert,FT,Data Scientist,160000,USD,160000,US,0,US,M,United States of America,United States of America
274,2023,Intermediate,FT,Data Engineer,170000,USD,170000,US,0,US,M,United States of America,United States of America
275,2023,Intermediate,FT,Data Engineer,130000,USD,130000,US,0,US,M,United States of America,United States of America
276,2023,Senior / Expert,FT,Research Scientist,247600,USD,247600,US,0,US,L,United States of America,United States of America
